ElectricityUsage,SystemSize,SystemType,SolarPanel,Inverter,Battery ,NoOfBatteries ,NoOfInveters ,NoOfPanels,Tags,SolarSystem
421-480,4kW,Hybrid,JA Solar China,SMA Germany ,Lead Acid,2,1,4,421-480 Hybrid JA Solar China SMA Germany  Lead Acid,4kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
481-600,5kW,Hybrid,JA Solar China,SMA Germany ,Lead Acid,3,1,5,481-600 Hybrid JA Solar China SMA Germany  Lead Acid,5kW Hybrid | 5 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,JA Solar China,SMA Germany ,Lead Acid,4,1,7,601-900 Hybrid JA Solar China SMA Germany  Lead Acid,7.5kW Hybrid | 7 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
901-960,8kW,Hybrid,JA Solar China,SMA Germany ,Lead Acid,4,1,8,901-960 Hybrid JA Solar China SMA Germany  Lead Acid,8kW Hybrid | 8 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
961-1200,10kW,Hybrid,JA Solar China,SMA Germany ,Lead Acid,5,1,10,961-1200 Hybrid JA Solar China SMA Germany  Lead Acid,10kW Hybrid | 10 solar panel- JA Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
0-120,1kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,1,1,1,0-120 Hybrid JA Solar China CanadainSolar Canada Lead Acid,1kW Hybrid | 1 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
121-240,2kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,1,1,2,121-240 Hybrid JA Solar China CanadainSolar Canada Lead Acid,2kW Hybrid | 2 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,2,1,4,241-420 Hybrid JA Solar China CanadainSolar Canada Lead Acid,3.5kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
421-480,4kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,2,1,4,421-480 Hybrid JA Solar China CanadainSolar Canada Lead Acid,4kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
481-600,5kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,3,1,5,481-600 Hybrid JA Solar China CanadainSolar Canada Lead Acid,5kW Hybrid | 5 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,4,1,7,601-900 Hybrid JA Solar China CanadainSolar Canada Lead Acid,7.5kW Hybrid | 7 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
901-960,8kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,4,1,8,901-960 Hybrid JA Solar China CanadainSolar Canada Lead Acid,8kW Hybrid | 8 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
961-1200,10kW,Hybrid,JA Solar China,CanadainSolar Canada,Lead Acid,5,1,10,961-1200 Hybrid JA Solar China CanadainSolar Canada Lead Acid,10kW Hybrid | 10 solar panel- JA Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
0-120,1kW,Hybrid,JA Solar China,Growatt China,Lead Acid,1,1,1,0-120 Hybrid JA Solar China Growatt China Lead Acid,1kW Hybrid | 1 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
121-240,2kW,Hybrid,JA Solar China,Growatt China,Lead Acid,1,1,2,121-240 Hybrid JA Solar China Growatt China Lead Acid,2kW Hybrid | 2 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,JA Solar China,Growatt China,Lead Acid,2,1,4,241-420 Hybrid JA Solar China Growatt China Lead Acid,3.5kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
421-480,4kW,Hybrid,JA Solar China,Growatt China,Lead Acid,2,1,4,421-480 Hybrid JA Solar China Growatt China Lead Acid,4kW Hybrid | 4 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
481-600,5kW,Hybrid,JA Solar China,Growatt China,Lead Acid,3,1,5,481-600 Hybrid JA Solar China Growatt China Lead Acid,5kW Hybrid | 5 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,JA Solar China,Growatt China,Lead Acid,4,1,7,601-900 Hybrid JA Solar China Growatt China Lead Acid,7.5kW Hybrid | 7 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
901-960,8kW,Hybrid,JA Solar China,Growatt China,Lead Acid,4,1,8,901-960 Hybrid JA Solar China Growatt China Lead Acid,8kW Hybrid | 8 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
961-1200,10kW,Hybrid,JA Solar China,Growatt China,Lead Acid,5,1,10,961-1200 Hybrid JA Solar China Growatt China Lead Acid,10kW Hybrid | 10 solar panel- JA Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
0-120,1kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,1,1,1,0-120 Hybrid Jinko Solar China Goodwee China Lead Acid,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
121-240,2kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,1,1,2,121-240 Hybrid Jinko Solar China Goodwee China Lead Acid,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,2,1,4,241-420 Hybrid Jinko Solar China Goodwee China Lead Acid,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
421-480,4kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,2,1,4,421-480 Hybrid Jinko Solar China Goodwee China Lead Acid,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
481-600,5kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,3,1,5,481-600 Hybrid Jinko Solar China Goodwee China Lead Acid,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,4,1,7,601-900 Hybrid Jinko Solar China Goodwee China Lead Acid,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
901-960,8kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,4,1,8,901-960 Hybrid Jinko Solar China Goodwee China Lead Acid,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Jinko Solar China,Goodwee China,Lead Acid,5,1,10,961-1200 Hybrid Jinko Solar China Goodwee China Lead Acid,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - Goodwee China | Battery-  Lead Acid 
0-120,1kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,1,1,1,0-120 Hybrid Jinko Solar China SMA Germany  Lead Acid,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
121-240,2kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,1,1,2,121-240 Hybrid Jinko Solar China SMA Germany  Lead Acid,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,2,1,4,241-420 Hybrid Jinko Solar China SMA Germany  Lead Acid,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
421-480,4kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,2,1,4,421-480 Hybrid Jinko Solar China SMA Germany  Lead Acid,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
481-600,5kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,3,1,5,481-600 Hybrid Jinko Solar China SMA Germany  Lead Acid,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,4,1,7,601-900 Hybrid Jinko Solar China SMA Germany  Lead Acid,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
901-960,8kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,4,1,8,901-960 Hybrid Jinko Solar China SMA Germany  Lead Acid,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Jinko Solar China,SMA Germany ,Lead Acid,5,1,10,961-1200 Hybrid Jinko Solar China SMA Germany  Lead Acid,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
0-120,1kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,1,1,1,0-120 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
121-240,2kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,1,1,2,121-240 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,2,1,4,241-420 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
421-480,4kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,2,1,4,421-480 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
481-600,5kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,3,1,5,481-600 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,4,1,7,601-900 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
901-960,8kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,4,1,8,901-960 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Jinko Solar China,CanadainSolar Canada,Lead Acid,5,1,10,961-1200 Hybrid Jinko Solar China CanadainSolar Canada Lead Acid,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
0-120,1kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,1,1,1,0-120 Hybrid Jinko Solar China Growatt China Lead Acid,1kW Hybrid | 1 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
121-240,2kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,1,1,2,121-240 Hybrid Jinko Solar China Growatt China Lead Acid,2kW Hybrid | 2 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,2,1,4,241-420 Hybrid Jinko Solar China Growatt China Lead Acid,3.5kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
421-480,4kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,2,1,4,421-480 Hybrid Jinko Solar China Growatt China Lead Acid,4kW Hybrid | 4 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
481-600,5kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,3,1,5,481-600 Hybrid Jinko Solar China Growatt China Lead Acid,5kW Hybrid | 5 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,4,1,7,601-900 Hybrid Jinko Solar China Growatt China Lead Acid,7.5kW Hybrid | 7 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
901-960,8kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,4,1,8,901-960 Hybrid Jinko Solar China Growatt China Lead Acid,8kW Hybrid | 8 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Jinko Solar China,Growatt China,Lead Acid,5,1,10,961-1200 Hybrid Jinko Solar China Growatt China Lead Acid,10kW Hybrid | 10 solar panel- Jinko Solar China | 1 Inverter - Growatt China | Battery-  Lead Acid 
0-120,1kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,1,1,1,0-120 Hybrid Canadian Solar Canada Goodwee China Lead Acid,1kW Hybrid | 1 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
121-240,2kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,1,1,2,121-240 Hybrid Canadian Solar Canada Goodwee China Lead Acid,2kW Hybrid | 2 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,2,1,4,241-420 Hybrid Canadian Solar Canada Goodwee China Lead Acid,3.5kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
421-480,4kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,2,1,4,421-480 Hybrid Canadian Solar Canada Goodwee China Lead Acid,4kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
481-600,5kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,3,1,5,481-600 Hybrid Canadian Solar Canada Goodwee China Lead Acid,5kW Hybrid | 5 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,4,1,7,601-900 Hybrid Canadian Solar Canada Goodwee China Lead Acid,7.5kW Hybrid | 7 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
901-960,8kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,4,1,8,901-960 Hybrid Canadian Solar Canada Goodwee China Lead Acid,8kW Hybrid | 8 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Canadian Solar Canada,Goodwee China,Lead Acid,5,1,10,961-1200 Hybrid Canadian Solar Canada Goodwee China Lead Acid,10kW Hybrid | 10 solar panel- Canadian Solar Canada | 1 Inverter - Goodwee China | Battery-  Lead Acid 
0-120,1kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,1,1,1,0-120 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,1kW Hybrid | 1 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
121-240,2kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,1,1,2,121-240 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,2kW Hybrid | 2 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,2,1,4,241-420 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,3.5kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
421-480,4kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,2,1,4,421-480 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,4kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
481-600,5kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,3,1,5,481-600 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,5kW Hybrid | 5 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,4,1,7,601-900 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,7.5kW Hybrid | 7 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
901-960,8kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,4,1,8,901-960 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,8kW Hybrid | 8 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Canadian Solar Canada,SMA Germany ,Lead Acid,5,1,10,961-1200 Hybrid Canadian Solar Canada SMA Germany  Lead Acid,10kW Hybrid | 10 solar panel- Canadian Solar Canada | 1 Inverter - SMA Germany  | Battery-  Lead Acid 
0-120,1kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,1,1,1,0-120 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,1kW Hybrid | 1 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
121-240,2kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,1,1,2,121-240 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,2kW Hybrid | 2 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,2,1,4,241-420 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,3.5kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
421-480,4kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,2,1,4,421-480 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,4kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
481-600,5kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,3,1,5,481-600 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,5kW Hybrid | 5 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,4,1,7,601-900 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,7.5kW Hybrid | 7 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
901-960,8kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,4,1,8,901-960 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,8kW Hybrid | 8 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Canadian Solar Canada,CanadainSolar Canada,Lead Acid,5,1,10,961-1200 Hybrid Canadian Solar Canada CanadainSolar Canada Lead Acid,10kW Hybrid | 10 solar panel- Canadian Solar Canada | 1 Inverter - CanadainSolar Canada | Battery-  Lead Acid 
0-120,1kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,1,1,1,0-120 Hybrid Canadian Solar Canada Growatt China Lead Acid,1kW Hybrid | 1 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
121-240,2kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,1,1,2,121-240 Hybrid Canadian Solar Canada Growatt China Lead Acid,2kW Hybrid | 2 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,2,1,4,241-420 Hybrid Canadian Solar Canada Growatt China Lead Acid,3.5kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
421-480,4kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,2,1,4,421-480 Hybrid Canadian Solar Canada Growatt China Lead Acid,4kW Hybrid | 4 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
481-600,5kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,3,1,5,481-600 Hybrid Canadian Solar Canada Growatt China Lead Acid,5kW Hybrid | 5 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,4,1,7,601-900 Hybrid Canadian Solar Canada Growatt China Lead Acid,7.5kW Hybrid | 7 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
901-960,8kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,4,1,8,901-960 Hybrid Canadian Solar Canada Growatt China Lead Acid,8kW Hybrid | 8 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Canadian Solar Canada,Growatt China,Lead Acid,5,1,10,961-1200 Hybrid Canadian Solar Canada Growatt China Lead Acid,10kW Hybrid | 10 solar panel- Canadian Solar Canada | 1 Inverter - Growatt China | Battery-  Lead Acid 
0-120,1kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,1,1,1,0-120 Hybrid Panasonic Japan Goodwee China Lead Acid,1kW Hybrid | 1 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
121-240,2kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,1,1,2,121-240 Hybrid Panasonic Japan Goodwee China Lead Acid,2kW Hybrid | 2 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
241-420,3.5kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,2,1,4,241-420 Hybrid Panasonic Japan Goodwee China Lead Acid,3.5kW Hybrid | 4 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
421-480,4kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,2,1,4,421-480 Hybrid Panasonic Japan Goodwee China Lead Acid,4kW Hybrid | 4 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
481-600,5kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,3,1,5,481-600 Hybrid Panasonic Japan Goodwee China Lead Acid,5kW Hybrid | 5 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
601-900,7.5kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,4,1,7,601-900 Hybrid Panasonic Japan Goodwee China Lead Acid,7.5kW Hybrid | 7 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
901-960,8kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,4,1,8,901-960 Hybrid Panasonic Japan Goodwee China Lead Acid,8kW Hybrid | 8 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
961-1200,10kW,Hybrid,Panasonic Japan,Goodwee China,Lead Acid,5,1,10,961-1200 Hybrid Panasonic Japan Goodwee China Lead Acid,10kW Hybrid | 10 solar panel- Panasonic Japan | 1 Inverter - Goodwee China | Battery-  Lead Acid 
